x_m,y_m,theta_rad
0.0,0.0,1.5707963267948966
3.061616997868383e-17,0.5,1.5707963267948966
6.123233995736766e-17,1.0,1.5707963267948966
9.184850993605148e-17,1.5,1.5707963267948966
1.2246467991473532e-16,2.0,1.5707963267948966
1.5308084989341916e-16,2.5,1.5707963267948966
1.83697019872103e-16,3.0,1.5707963267948966
2.1431318985078683e-16,3.5,1.5707963267948966
2.4492935982947064e-16,4.0,1.5707963267948966
2.755455298081545e-16,4.5,1.5707963267948966
3.061616997868383e-16,5.0,1.5707963267948966
3.3677786976552215e-16,5.5,1.5707963267948966
3.67394039744206e-16,6.0,1.5707963267948966
3.980102097228898e-16,6.5,1.5707963267948966
4.2862637970157366e-16,7.0,1.5707963267948966
4.592425496802575e-16,7.5,1.5707963267948966
4.898587196589413e-16,8.0,1.5707963267948966
5.204748896376251e-16,8.5,1.5707963267948966
5.510910596163089e-16,9.0,1.5707963267948966
5.817072295949926e-16,9.5,1.5707963267948966
6.123233995736764e-16,10.0,1.5707963267948966
6.429395695523602e-16,10.5,1.5707963267948966
6.73555739531044e-16,11.0,1.5707963267948966
7.041719095097278e-16,11.5,1.5707963267948966
7.347880794884116e-16,12.0,1.5707963267948966
7.654042494670954e-16,12.5,1.5707963267948966
7.960204194457792e-16,13.0,1.5707963267948966
8.266365894244629e-16,13.5,1.5707963267948966
8.572527594031467e-16,14.0,1.5707963267948966
8.878689293818305e-16,14.5,1.5707963267948966
9.184850993605144e-16,15.0,1.5707963267948966
9.491012693391982e-16,15.5,1.5707963267948966
9.79717439317882e-16,16.0,1.5707963267948966
1.0103336092965658e-15,16.5,1.5707963267948966
1.0409497792752495e-15,17.0,1.5707963267948966
0.01744974835125158,17.49969541350955,1.53588974175501
0.03489949670250212,17.9993908270191,1.53588974175501
0.05234924505375266,18.499086240528648,1.53588974175501
0.0697989934050032,18.998781654038197,1.53588974175501
0.08724874175625374,19.498477067547746,1.53588974175501
0.10469849010750429,19.998172481057296,1.53588974175501
0.12214823845875483,20.497867894566845,1.53588974175501
0.13959798681000538,20.997563308076394,1.53588974175501
0.15704773516125592,21.497258721585943,1.53588974175501
0.17449748351250646,21.996954135095493,1.53588974175501
0.191947231863757,22.496649548605042,1.53588974175501
0.22682546873581974,22.995431573734955,1.5009831567151233
0.2790897003696466,23.49269252141909,1.4660765716752366
0.3313539320034734,23.989953469103227,1.4660765716752366
0.4009404824835062,24.485087503474013,1.43116998663535
0.48776457131697154,24.977491379980115,1.3962634015954634
0.5917204167258514,25.46656518034702,1.3613568165555767
0.7126813645256854,25.951713043485018,1.32645023151569
0.8336423123255194,26.436860906623018,1.32645023151569
0.9546032601253535,26.922008769761018,1.32645023151569
1.0755642079251875,27.407156632899017,1.32645023151569
1.1965251557250216,27.892304496037017,1.32645023151569
1.3174861035248557,28.377452359175017,1.32645023151569
1.4384470513246899,28.862600222313016,1.32645023151569
1.559407999124524,29.347748085451016,1.32645023151569
1.6803689469243581,29.832895948589016,1.32645023151569
1.8013298947241922,30.318043811727016,1.32645023151569
1.9222908425240264,30.803191674865015,1.32645023151569
2.0432517903238603,31.288339538003015,1.32645023151569
2.164212738123694,31.773487401141015,1.32645023151569
2.285173685923528,32.258635264279015,1.32645023151569
2.406134633723362,32.74378312741701,1.32645023151569
2.527095581523196,33.22893099055501,1.32645023151569
2.64805652932303,33.714078853693,1.32645023151569
2.7690174771228637,34.199226716831,1.32645023151569
2.8899784249226976,34.684374579968996,1.32645023151569
3.0109393727225315,35.16952244310699,1.32645023151569
3.1319003205223654,35.65467030624499,1.32645023151569
3.2528612683221994,36.139818169382984,1.32645023151569
3.3738222161220333,36.62496603252098,1.32645023151569
3.511640894030533,37.10559688049014,1.2915436464758034
3.666149391218007,37.58112513863772,1.2566370614359168
3.837159462880842,38.05097144903067,1.2217304763960302
4.0081695345436765,38.52081775942362,1.2217304763960302
4.1954728312516325,38.98440968670702,1.1868238913561435
4.398841152789533,39.44118241552832,1.1519173063162569
4.618026726184072,39.890579438677904,1.1170107212763702
4.852762507577018,40.33205323510737,1.0821041362364836
5.102762507577018,40.765065936999584,1.047197551196597
5.367722139693621,41.1890899850778,1.0122909661567103
5.647318591428995,41.60360877135532,0.9773843811168237
5.926915043164369,42.01812755763284,0.9773843811168237
6.206511494899743,42.432646343910356,0.9773843811168237
6.50040412104598,42.83715484109783,0.942477796076937
6.794296747192217,43.2416633382853,0.942477796076937
7.088189373338453,43.64617183547277,0.942477796076937
7.38208199948469,44.05068033266024,0.942477796076937
7.675974625630927,44.455188829847714,0.942477796076937
7.969867251777163,44.859697327035185,0.942477796076937
8.2637598779234,45.26420582422266,0.942477796076937
8.557652504069637,45.66871432141013,0.942477796076937
8.865483241732466,46.06271969821349,0.9075712110370504
9.186877046575736,46.44574191977298,0.8726646259971638
9.521442349755166,46.81731433251167,0.8377580409572771
9.856007652934595,47.188886745250365,0.8377580409572771
10.190572956114025,47.56045915798906,0.8377580409572771
10.525138259293454,47.93203157072775,0.8377580409572771
10.859703562472884,48.303603983466445,0.8377580409572771
11.194268865652313,48.67517639620514,0.8377580409572771
11.528834168831743,49.04674880894383,0.8377580409572771
11.863399472011173,49.418321221682525,0.8377580409572771
12.197964775190602,49.78989363442122,0.8377580409572771
12.532530078370032,50.16146604715991,0.8377580409572771
12.867095381549461,50.533038459898606,0.8377580409572771
13.20166068472889,50.9046108726373,0.8377580409572771
13.53622598790832,51.27618328537599,0.8377580409572771
13.87079129108775,51.647755698114686,0.8377580409572771
14.20535659426718,52.01932811085338,0.8377580409572771
14.52675039911045,52.402350332412865,0.8726646259971638
14.834581136773279,52.79635570921623,0.9075712110370504
15.128473762919516,53.2008642064037,0.942477796076937
15.40807021465489,53.61538299268122,0.9773843811168237
15.687666666390264,54.02990177895874,0.9773843811168237
15.967263118125638,54.44442056523626,0.9773843811168237
16.246859569861012,54.858939351513776,0.9773843811168237
16.526456021596385,55.273458137791295,0.9773843811168237
16.806052473331757,55.68797692406881,0.9773843811168237
17.08564892506713,56.10249571034633,0.9773843811168237
17.365245376802502,56.51701449662385,0.9773843811168237
17.644841828537874,56.93153328290137,0.9773843811168237
17.924438280273247,57.34605206917889,0.9773843811168237
18.20403473200862,57.76057085545641,0.9773843811168237
18.48363118374399,58.175089641733926,0.9773843811168237
18.763227635479364,58.589608428011445,0.9773843811168237
19.042824087214736,59.004127214288964,0.9773843811168237
19.32242053895011,59.41864600056648,0.9773843811168237
19.60201699068548,59.833164786844,0.9773843811168237
19.881613442420853,60.24768357312152,0.9773843811168237
20.161209894156226,60.66220235939904,0.9773843811168237
20.4408063458916,61.07672114567656,0.9773843811168237
20.72040279762697,61.49123993195408,0.9773843811168237
20.999999249362343,61.905758718231596,0.9773843811168237
21.279595701097715,62.320277504509114,0.9773843811168237
21.559192152833088,62.73479629078663,0.9773843811168237
21.83878860456846,63.14931507706415,0.9773843811168237
22.1326812307147,63.55382357425162,0.942477796076937
22.44051196837753,63.94782895105499,0.9075712110370504
22.7619057732208,64.33085117261447,0.8726646259971638
23.096471076400228,64.70242358535317,0.8377580409572771
23.443800261629725,65.0620934855225,0.8028514559173905
23.80347016179905,65.409422670752,0.7679448708775038
24.17504257453775,65.74398797393143,0.7330382858376172
24.558064796097238,66.0653817787747,0.6981317007977306
24.952070172900598,66.37321251643752,0.6632251157578439
25.356578670088073,66.66710514258375,0.6283185307179573
25.771097456365595,66.94670159431912,0.5934119456780707
26.195121504443808,67.21166122643572,0.558505360638184
26.61914555252202,67.47662085855232,0.558505360638184
27.043169600600233,67.74158049066892,0.558505360638184
27.467193648678446,68.00654012278552,0.558505360638184
27.89121769675666,68.27149975490212,0.558505360638184
28.31524174483487,68.53645938701872,0.558505360638184
28.729760531112394,68.8160558387541,0.5934119456780707
29.144279317389916,69.09565229048947,0.5934119456780707
29.55879810366744,69.37524874222484,0.5934119456780707
29.97331688994496,69.65484519396021,0.5934119456780707
30.387835676222483,69.93444164569559,0.5934119456780707
30.802354462500006,70.21403809743096,0.5934119456780707
31.216873248777528,70.49363454916633,0.5934119456780707
31.63139203505505,70.7732310009017,0.5934119456780707
32.04591082133257,71.05282745263708,0.5934119456780707
32.469934869410785,71.31778708475368,0.558505360638184
32.902947571303,71.56778708475368,0.5235987755982974
33.344421367732465,71.80252286614662,0.4886921905584108
33.79381839088205,72.02170843954116,0.4537856055185242
34.25059111970335,72.22507676107905,0.4188790204786376
34.70736384852465,72.42844508261695,0.4188790204786376
35.16413657734595,72.63181340415484,0.4188790204786376
35.62090930616725,72.83518172569273,0.4188790204786376
36.07768203498855,73.03855004723063,0.4188790204786376
36.53445476380985,73.24191836876852,0.4188790204786376
36.99122749263115,73.44528669030642,0.4188790204786376
37.448000221452446,73.64865501184431,0.4188790204786376
37.904772950273745,73.8520233333822,0.4188790204786376
38.361545679095045,74.0553916549201,0.4188790204786376
38.818318407916344,74.258759976458,0.4188790204786376
39.27509113673764,74.46212829799589,0.4188790204786376
39.73186386555894,74.66549661953378,0.4188790204786376
40.18863659438024,74.86886494107168,0.4188790204786376
40.64540932320154,75.07223326260957,0.4188790204786376
41.09480634635113,75.29141883600411,0.4537856055185242
41.53628014278059,75.52615461739705,0.4886921905584108
41.96929284467281,75.77615461739705,0.5235987755982974
42.393316892751024,76.04111424951365,0.558505360638184
42.81734094082924,76.30607388163025,0.558505360638184
43.241364988907456,76.57103351374685,0.558505360638184
43.66538903698567,76.83599314586345,0.558505360638184
44.08941308506389,77.10095277798005,0.558505360638184
44.513437133142105,77.36591241009666,0.558505360638184
44.93746118122032,77.63087204221326,0.558505360638184
45.36148522929854,77.89583167432986,0.558505360638184
45.785509277376754,78.16079130644646,0.558505360638184
46.20953332545497,78.42575093856306,0.558505360638184
46.633557373533186,78.69071057067966,0.558505360638184
47.0575814216114,78.95567020279626,0.558505360638184
47.48160546968962,79.22062983491286,0.558505360638184
47.905629517767835,79.48558946702946,0.558505360638184
48.32965356584605,79.75054909914606,0.558505360638184
48.75367761392427,80.01550873126266,0.558505360638184
49.177701662002484,80.28046836337926,0.558505360638184
49.6017257100807,80.54542799549586,0.558505360638184
50.025749758158916,80.81038762761246,0.558505360638184
50.44977380623713,81.07534725972906,0.558505360638184
50.88278650812935,81.32534725972906,0.5235987755982974
51.32426030455881,81.560083041122,0.4886921905584108
51.7736573277084,81.77926861451654,0.4537856055185242
52.223054350857986,81.99845418791108,0.4537856055185242
52.67245137400757,82.21763976130562,0.4537856055185242
53.12184839715716,82.43682533470016,0.4537856055185242
53.571245420306745,82.6560109080947,0.4537856055185242
54.02064244345633,82.87519648148924,0.4537856055185242
54.47741517227763,83.07856480302713,0.4188790204786376
54.94100709956103,83.26586809973509,0.38397243543875104
55.40459902684442,83.45317139644304,0.38397243543875104
55.86819095412782,83.64047469315099,0.38397243543875104
56.331782881411215,83.82777798985894,0.38397243543875104
56.788555610232514,84.03114631139684,0.4188790204786376
57.2379526333821,84.25033188479138,0.4537856055185242
57.68734965653169,84.46951745818592,0.4537856055185242
58.13674667968127,84.68870303158046,0.4537856055185242
58.58614370283086,84.907888604975,0.4537856055185242
59.04291643165216,85.1112569265129,0.4188790204786376
59.506508358935555,85.29856022322085,0.38397243543875104
59.97635466932851,85.46957029488368,0.34906585039886445
60.44620097972146,85.64058036654652,0.34906585039886445
60.91604729011441,85.81159043820935,0.34906585039886445
61.385893600507366,85.98260050987219,0.34906585039886445
61.85573991090032,86.15361058153502,0.34906585039886445
62.32558622129327,86.32462065319785,0.34906585039886445
62.795432531686224,86.49563072486069,0.34906585039886445
63.26527884207918,86.66664079652352,0.34906585039886445
63.73512515247213,86.83765086818636,0.34906585039886445
64.20497146286509,87.0086609398492,0.34906585039886445
64.67481777325804,87.17967101151203,0.34906585039886445
65.144664083651,87.35068108317486,0.34906585039886445
65.61451039404395,87.5216911548377,0.34906585039886445
66.0843567044369,87.69270122650053,0.34906585039886445
66.55420301482985,87.86371129816337,0.34906585039886445
67.0240493252228,88.0347213698262,0.34906585039886445
67.49389563561576,88.20573144148904,0.34906585039886445
67.96374194600871,88.37674151315187,0.34906585039886445
68.43358825640166,88.5477515848147,0.34906585039886445
68.90343456679462,88.71876165647754,0.34906585039886445
69.37328087718757,88.88977172814037,0.34906585039886445
69.84312718758052,89.06078179980321,0.34906585039886445
70.31297349797347,89.23179187146604,0.34906585039886445
70.78281980836643,89.40280194312888,0.34906585039886445
71.25266611875938,89.57381201479171,0.34906585039886445
71.71625804604277,89.76111531149967,0.38397243543875104
72.17984997332616,89.94841860820762,0.38397243543875104
72.64344190060955,90.13572190491557,0.38397243543875104
73.10703382789293,90.32302520162352,0.38397243543875104
73.57062575517632,90.51032849833148,0.38397243543875104
74.03421768245971,90.69763179503943,0.38397243543875104
74.4978096097431,90.88493509174738,0.38397243543875104
74.96140153702649,91.07223838845533,0.38397243543875104
75.42499346430988,91.25954168516328,0.38397243543875104
75.88858539159327,91.44684498187124,0.38397243543875104
76.35217731887666,91.63414827857919,0.38397243543875104
76.81576924616004,91.82145157528714,0.38397243543875104
77.27936117344343,92.0087548719951,0.38397243543875104
77.74295310072682,92.19605816870305,0.38397243543875104
78.20654502801021,92.383361465411,0.38397243543875104
78.6701369552936,92.57066476211895,0.38397243543875104
79.13372888257699,92.7579680588269,0.38397243543875104
79.59732080986038,92.94527135553486,0.38397243543875104
80.06091273714377,93.13257465224281,0.38397243543875104
80.52450466442716,93.31987794895076,0.38397243543875104
80.98809659171054,93.50718124565871,0.38397243543875104
81.45168851899393,93.69448454236667,0.38397243543875104
81.90846124781524,93.89785286390456,0.4188790204786376
82.36523397663655,94.10122118544245,0.4188790204786376
82.82200670545785,94.30458950698035,0.4188790204786376
83.27877943427916,94.50795782851824,0.4188790204786376
83.73555216310046,94.71132615005614,0.4188790204786376
84.19232489192177,94.91469447159403,0.4188790204786376
84.64909762074308,95.11806279313193,0.4188790204786376
85.10587034956438,95.32143111466982,0.4188790204786376
85.56264307838569,95.52479943620772,0.4188790204786376
86.019415807207,95.72816775774561,0.4188790204786376
86.4761885360283,95.9315360792835,0.4188790204786376
86.93296126484961,96.1349044008214,0.4188790204786376
87.38973399367092,96.33827272235929,0.4188790204786376
87.84650672249222,96.54164104389719,0.4188790204786376
88.30327945131353,96.74500936543508,0.4188790204786376
88.76005218013483,96.94837768697298,0.4188790204786376
89.21682490895614,97.15174600851087,0.4188790204786376
89.67359763777745,97.35511433004876,0.4188790204786376
90.13037036659875,97.55848265158666,0.4188790204786376
90.58714309542006,97.76185097312455,0.4188790204786376
91.04391582424137,97.96521929466245,0.4188790204786376
91.50068855306267,98.16858761620034,0.4188790204786376
91.95746128188398,98.37195593773824,0.4188790204786376
92.41423401070529,98.57532425927613,0.4188790204786376
92.87100673952659,98.77869258081402,0.4188790204786376
93.3277794683479,98.98206090235192,0.4188790204786376
93.7845521971692,99.18542922388981,0.4188790204786376
94.24132492599051,99.3887975454277,0.4188790204786376
94.69809765481182,99.5921658669656,0.4188790204786376
95.15487038363312,99.7955341885035,0.4188790204786376
95.61164311245443,99.99890251004139,0.4188790204786376
96.06841584127574,100.20227083157928,0.4188790204786376
96.52518857009704,100.40563915311718,0.4188790204786376
96.98196129891835,100.60900747465507,0.4188790204786376
97.43135832206794,100.82819304804961,0.4537856055185242
97.88075534521752,101.04737862144415,0.4537856055185242
98.33015236836711,101.2665641948387,0.4537856055185242
98.7795493915167,101.48574976823323,0.4537856055185242
99.22894641466628,101.70493534162777,0.4537856055185242
99.67834343781587,101.92412091502231,0.4537856055185242
100.12774046096546,102.14330648841685,0.4537856055185242
100.57713748411504,102.3624920618114,0.4537856055185242
101.02653450726463,102.58167763520593,0.4537856055185242
101.47593153041421,102.80086320860048,0.4537856055185242
101.9253285535638,103.02004878199502,0.4537856055185242
102.37472557671339,103.23923435538956,0.4537856055185242
102.82412259986297,103.4584199287841,0.4537856055185242
103.27351962301256,103.67760550217864,0.4537856055185242
103.72291664616215,103.89679107557318,0.4537856055185242
104.17231366931173,104.11597664896772,0.4537856055185242
104.62171069246132,104.33516222236226,0.4537856055185242
105.0711077156109,104.5543477957568,0.4537856055185242
105.5205047387605,104.77353336915134,0.4537856055185242
105.96990176191008,104.99271894254588,0.4537856055185242
106.41929878505967,105.21190451594042,0.4537856055185242
106.86869580820925,105.43109008933496,0.4537856055185242
107.31809283135884,105.6502756627295,0.4537856055185242
107.76748985450843,105.86946123612404,0.4537856055185242
108.21688687765801,106.08864680951858,0.4537856055185242
108.6662839008076,106.30783238291312,0.4537856055185242
109.11568092395719,106.52701795630766,0.4537856055185242
109.56507794710677,106.7462035297022,0.4537856055185242
110.01447497025636,106.96538910309674,0.4537856055185242
110.46387199340595,107.18457467649128,0.4537856055185242
110.91326901655553,107.40376024988582,0.4537856055185242
111.36266603970512,107.62294582328036,0.4537856055185242
111.8120630628547,107.8421313966749,0.4537856055185242
112.26146008600429,108.06131697006944,0.4537856055185242
112.71085710915388,108.28050254346398,0.4537856055185242
113.16025413230346,108.49968811685852,0.4537856055185242
113.60965115545305,108.71887369025306,0.4537856055185242
114.05904817860264,108.9380592636476,0.4537856055185242
114.50844520175222,109.15724483704214,0.4537856055185242
114.95784222490181,109.37643041043668,0.4537856055185242
115.4072392480514,109.59561598383122,0.4537856055185242
115.85663627120098,109.81480155722576,0.4537856055185242
116.30603329435057,110.0339871306203,0.4537856055185242
116.75543031750016,110.25317270401484,0.4537856055185242
117.20482734064974,110.47235827740938,0.4537856055185242
117.6463011370792,110.70709405880233,0.4886921905584108
118.07931383897143,110.95709405880233,0.5235987755982974
118.50333788704964,111.22205369091893,0.558505360638184
